,STATION,ENTRIES,EXITS,geometry
250,nostra av,-0.3339352380524469,-0.28392674050526134,POINT (-73.9504262489579 40.66993815093054)
251,ocean pkwy,-0.210376188924767,-0.3689205031864306,POINT (-73.96850099975177 40.57631166708091)
252,parsons blvd,-0.4176645915998905,-0.3548075502544461,POINT (-73.80328900021885 40.70757199961569)
253,pelham bay park,-0.03149983771298247,-0.2996624803923918,POINT (-73.82812100059289 40.85246199951662)
254,president st,-0.385239376483262,-0.31485720307035997,POINT (-73.95058920022207 40.66788360353681)
255,prince st,-0.3598460049749779,-0.3231067149582661,POINT (-73.99770200045987 40.72432866597571)
256,prospect av,-0.3780004717520288,-0.31778519239920194,POINT (-73.90177778730917 40.81948726483844)
257,prospect av,-0.3780004717520288,-0.31778519239920194,POINT (-73.99287200067424 40.66541366712979)
258,prospect park,-0.38013314854929664,-0.32303253494419376,POINT (-73.96203130426609 40.6616334551018)
259,queensboro plz,-0.3568810534642029,-0.3541327502709152,POINT (-73.94016353519091 40.7506356510148)
260,rector st,-0.12950738267253084,-0.32460585069557657,POINT (-74.01297456253795 40.70774475629447)
261,rector st,-0.12950738267253084,-0.32460585069557657,POINT (-74.01378300119742 40.70751299952178)
262,rockaway av,-0.41013004527163943,-0.3581004479203002,POINT (-73.91194599726617 40.67833999988351)
263,rockaway av,-0.41013004527163943,-0.3581004479203002,POINT (-73.90895833584449 40.66261748815223)
264,saratoga av,-0.3754481883077819,-0.33238208891782733,POINT (-73.91633025007947 40.6615297898075)
265,spring st,-0.05615017717916462,-0.2531431738694013,POINT (-74.00373899843763 40.72622700129312)
266,spring st,-0.05615017717916462,-0.2531431738694013,POINT (-73.99714100006673 40.72230099999366)
267,st lawrence av,-0.4176516033422834,-0.3631002218604311,POINT (-73.86761799923673 40.8315090005233)
268,steinway st,-0.3682279330758306,-0.3267995264491712,POINT (-73.92052647168271 40.75698735912575)
269,sterling st,-0.38612725230530826,-0.3542488910195546,POINT (-73.95072891124937 40.6627729934283)
270,times sq 42 st,1.1864177634678632,0.9132429174090384,POINT (-73.98676800153976 40.75461199851542)
271,times sq 42 st,1.1864177634678632,0.9132429174090384,POINT (-73.98622899953202 40.75598300057008)
272,times sq 42 st,1.1864177634678632,0.9132429174090384,POINT (-73.98769099825152 40.75547700198251)
273,times sq 42 st,1.1864177634678632,0.9132429174090384,POINT (-73.98749500051885 40.75528999995681)
274,union st,-0.39737266676386285,-0.33354601644779963,POINT (-73.98310999909673 40.67731566735096)
275,van cortlandt park 242 st,-0.38534699265658356,-0.3611956644500732,POINT (-73.89858300049647 40.88924800011476)
276,van siclen av,-0.38078687488551677,-0.350655424970933,POINT (-73.89165772702445 40.67802821447783)
277,van siclen av,-0.38078687488551677,-0.350655424970933,POINT (-73.88940491730106 40.66551796305964)
278,van siclen av,-0.38078687488551677,-0.350655424970933,POINT (-73.8903580002471 40.67270999906104)
279,w 8 st,-0.428268698045927,-0.36498305240072176,POINT (-73.97595787413822 40.57603381810365)
280,wall st,-0.26182764965469985,-0.2768150066014296,POINT (-74.01186199860112 40.70755700086603)
281,wall st,-0.26182764965469985,-0.2768150066014296,POINT (-74.00909999844257 40.70682099975338)
282,westchester sq,-0.3300911119239795,-0.2765508545339198,POINT (-73.84295199925012 40.83989200101392)
283,whitlock av,0.08418979000169477,-0.3358060636225585,POINT (-73.88628299853249 40.82652500055904)
284,wilson av,-0.40442226417049054,-0.34717998724452165,POINT (-73.90395860491864 40.68886654246024)
285,woodhaven blvd,-0.2353054005856503,-0.2704783122775997,POINT (-73.85205199740794 40.69370399880105)
286,woodhaven blvd,-0.2353054005856503,-0.2704783122775997,POINT (-73.86943208612348 40.73309737380972)
287,woodlawn,-0.36504824569651706,-0.35363496228450847,POINT (-73.87875099990931 40.88603700025332)
